Invoice ID,Branch,City,Customer Type,Gender,Product Line,Unit Price,Quantity,Tax 5%,Total,Date,Time,Payment,COGS,Gross Margin %,Rating
1184-C,A,New York,Member,Male,Sports & Travel,2330.02,9,1048.51,22018.69,04/13/2025,20:50:13,Credit Card,20970.18,4.76%,4.9
1185-C,B,Austin,Member,Male,Fashion Accessories,8796.07,4,1759.21,36943.49,09/19/2025,12:06:08,Cash,35184.28,4.76%,9.7
1186-A,C,Chicago,Normal,Female,Home & Lifestyle,8929.99,2,893.0,18752.98,04/26/2025,9:49:22,Cash,17859.98,4.76%,4.6
1187-C,C,Chicago,Member,Female,Sports & Travel,9863.59,4,1972.72,41427.08,10/08/2025,12:46:06,Credit Card,39454.36,4.76%,4.2
1188-B,C,Chicago,Member,Male,Fashion Accessories,2932.77,2,293.28,6158.82,02/11/2025,17:41:45,E-wallet,5865.54,4.76%,9.8
1189-A,B,Austin,Member,Male,Fashion Accessories,9706.27,5,2426.57,50957.92,01/14/2025,17:14:16,E-wallet,48531.35,4.76%,5.0
1190-C,A,New York,Member,Male,Home & Lifestyle,7222.72,3,1083.41,22751.57,04/11/2025,11:05:30,Cash,21668.16,4.76%,4.1
1191-C,C,Chicago,Normal,Female,Food & Beverages,5527.47,1,276.37,5803.84,02/26/2025,20:22:01,E-wallet,5527.47,4.76%,4.0
1192-C,A,New York,Normal,Male,Electronic Accessories,9703.88,5,2425.97,50945.37,09/06/2025,12:24:35,Credit Card,48519.4,4.76%,5.1
1193-A,A,New York,Normal,Male,Health & Beauty,9839.29,9,4427.68,92981.29,01/27/2025,10:53:35,Cash,88553.61,4.76%,9.4
1194-A,B,Austin,Normal,Male,Food & Beverages,7847.94,8,3139.18,65922.7,06/16/2025,17:38:41,Credit Card,62783.52,4.76%,5.8
1195-A,C,Chicago,Member,Male,Health & Beauty,1065.42,4,213.08,4474.76,06/18/2025,20:18:54,Cash,4261.68,4.76%,4.5
1196-B,C,Chicago,Member,Female,Health & Beauty,7952.05,4,1590.41,33398.61,04/21/2025,20:41:11,Credit Card,31808.2,4.76%,8.3
1197-C,B,Austin,Member,Male,Home & Lifestyle,7774.84,1,388.74,8163.58,10/10/2025,15:39:42,Credit Card,7774.84,4.76%,6.7
1198-A,A,New York,Normal,Female,Home & Lifestyle,1396.31,6,418.89,8796.75,01/30/2025,19:52:08,Credit Card,8377.86,4.76%,6.7
1199-C,B,Austin,Member,Female,Electronic Accessories,6736.11,1,336.81,7072.92,05/06/2025,19:48:19,E-wallet,6736.11,4.76%,7.8
1200-B,A,New York,Normal,Female,Home & Lifestyle,8063.84,5,2015.96,42335.16,01/18/2025,15:16:36,Cash,40319.2,4.76%,6.9
1201-C,B,Austin,Normal,Male,Fashion Accessories,6970.97,4,1394.19,29278.07,04/22/2025,16:57:25,Cash,27883.88,4.76%,6.9
1202-B,C,Chicago,Member,Male,Food & Beverages,6478.79,10,3239.4,68027.3,10/16/2025,9:57:48,Credit Card,64787.9,4.76%,7.2
1203-B,A,New York,Normal,Male,Fashion Accessories,1772.95,4,354.59,7446.39,06/11/2025,12:03:29,Credit Card,7091.8,4.76%,4.2
1204-C,A,New York,Normal,Male,Electronic Accessories,3006.37,3,450.96,9470.07,07/12/2025,13:32:40,Cash,9019.11,4.76%,7.9
1205-C,B,Austin,Member,Female,Sports & Travel,4236.72,10,2118.36,44485.56,05/16/2025,9:27:52,Cash,42367.2,4.76%,9.0
1206-A,B,Austin,Normal,Female,Health & Beauty,8970.52,2,897.05,18838.09,05/03/2025,20:28:10,Credit Card,17941.04,4.76%,4.2
1207-B,A,New York,Normal,Female,Sports & Travel,3623.27,6,1086.98,22826.6,03/25/2025,13:32:05,Credit Card,21739.62,4.76%,5.6
1208-C,C,Chicago,Normal,Female,Sports & Travel,2626.61,7,919.31,19305.58,03/22/2025,16:45:35,E-wallet,18386.27,4.76%,7.6
1209-B,C,Chicago,Member,Male,Electronic Accessories,4517.27,7,1581.04,33201.93,07/17/2025,15:23:15,Credit Card,31620.89,4.76%,6.3
1210-B,B,Austin,Member,Female,Food & Beverages,8416.43,7,2945.75,61860.76,05/13/2025,14:05:34,E-wallet,58915.01,4.76%,4.7
1211-C,A,New York,Member,Female,Home & Lifestyle,6223.85,8,2489.54,52280.34,07/23/2025,19:27:08,Cash,49790.8,4.76%,9.1
1212-B,A,New York,Normal,Male,Food & Beverages,8471.44,2,847.14,17790.02,10/07/2025,20:46:13,Cash,16942.88,4.76%,7.0
1213-B,B,Austin,Member,Male,Fashion Accessories,6467.23,7,2263.53,47534.14,07/31/2025,12:18:06,E-wallet,45270.61,4.76%,9.3
1214-B,C,Chicago,Normal,Male,Sports & Travel,6637.76,7,2323.22,48787.54,04/12/2025,20:35:15,E-wallet,46464.32,4.76%,4.5
1215-B,A,New York,Member,Female,Health & Beauty,6243.89,7,2185.36,45892.59,04/02/2025,18:20:46,Cash,43707.23,4.76%,5.7
1216-A,B,Austin,Normal,Male,Food & Beverages,3815.34,3,572.3,12018.32,07/26/2025,10:15:50,Credit Card,11446.02,4.76%,5.6
1217-C,B,Austin,Normal,Female,Sports & Travel,2520.22,9,1134.1,23816.08,05/07/2025,20:05:19,E-wallet,22681.98,4.76%,4.1
1218-A,C,Chicago,Normal,Female,Health & Beauty,4626.77,7,1619.37,34006.76,10/30/2025,13:06:33,E-wallet,32387.39,4.76%,5.7
1219-C,B,Austin,Normal,Female,Electronic Accessories,4073.18,3,610.98,12830.52,05/17/2025,16:45:58,Credit Card,12219.54,4.76%,8.0
1220-C,A,New York,Member,Male,Health & Beauty,6426.9,8,2570.76,53985.96,03/25/2025,12:15:19,Credit Card,51415.2,4.76%,5.6
1221-A,C,Chicago,Normal,Male,Food & Beverages,8839.37,2,883.94,18562.68,03/06/2025,13:48:11,Cash,17678.74,4.76%,6.5
1222-B,B,Austin,Member,Female,Health & Beauty,8805.87,1,440.29,9246.16,04/27/2025,11:09:56,Cash,8805.87,4.76%,7.9
1223-B,C,Chicago,Member,Male,Sports & Travel,4571.05,4,914.21,19198.41,03/25/2025,17:13:49,Cash,18284.2,4.76%,8.7
1224-A,A,New York,Normal,Male,Fashion Accessories,3759.44,3,563.92,11842.24,06/14/2025,16:24:35,Cash,11278.32,4.76%,7.0
1225-C,A,New York,Normal,Male,Health & Beauty,9851.66,1,492.58,10344.24,09/01/2025,18:36:52,Credit Card,9851.66,4.76%,6.2
1226-C,C,Chicago,Normal,Male,Home & Lifestyle,6106.77,6,1832.03,38472.65,04/20/2025,15:09:09,E-wallet,36640.62,4.76%,9.9
1227-C,B,Austin,Member,Male,Sports & Travel,1991.54,7,697.04,14637.82,04/21/2025,18:58:43,E-wallet,13940.78,4.76%,4.7
1228-C,B,Austin,Member,Female,Sports & Travel,9340.75,10,4670.38,98077.88,04/19/2025,10:54:22,Credit Card,93407.5,4.76%,9.4
1229-A,A,New York,Normal,Male,Home & Lifestyle,6399.72,10,3199.86,67197.06,09/13/2025,18:09:56,Cash,63997.2,4.76%,4.3
1230-A,B,Austin,Member,Female,Electronic Accessories,8702.0,8,3480.8,73096.8,05/02/2025,17:14:23,Cash,69616.0,4.76%,5.1
1231-A,C,Chicago,Member,Female,Fashion Accessories,2551.37,5,637.84,13394.69,04/14/2025,15:18:08,Credit Card,12756.85,4.76%,5.8
1232-C,C,Chicago,Normal,Female,Sports & Travel,8580.62,1,429.03,9009.65,09/02/2025,20:15:00,Cash,8580.62,4.76%,4.3
1233-C,C,Chicago,Member,Male,Fashion Accessories,9589.4,6,2876.82,60413.22,01/07/2025,19:04:04,E-wallet,57536.4,4.76%,6.2
1234-B,C,Chicago,Normal,Female,Health & Beauty,5336.62,8,2134.65,44827.61,09/26/2025,19:41:25,E-wallet,42692.96,4.76%,6.2
1235-A,B,Austin,Member,Male,Home & Lifestyle,7144.38,5,1786.1,37508.0,09/12/2025,16:46:49,Cash,35721.9,4.76%,5.9
1236-A,A,New York,Normal,Male,Fashion Accessories,3668.38,3,550.26,11555.4,05/04/2025,13:13:35,Cash,11005.14,4.76%,8.1
1237-A,B,Austin,Normal,Female,Electronic Accessories,1714.07,3,257.11,5399.32,07/14/2025,19:11:20,Cash,5142.21,4.76%,4.5
1238-C,C,Chicago,Normal,Male,Food & Beverages,2860.31,7,1001.11,21023.28,05/11/2025,12:15:40,Cash,20022.17,4.76%,7.0
1239-C,C,Chicago,Normal,Male,Health & Beauty,5543.14,6,1662.94,34921.78,05/29/2025,15:13:02,E-wallet,33258.84,4.76%,7.1
1240-C,A,New York,Member,Female,Fashion Accessories,8513.18,3,1276.98,26816.52,11/21/2025,10:12:11,Credit Card,25539.54,4.76%,7.0
1241-B,B,Austin,Member,Male,Health & Beauty,2503.21,2,250.32,5256.74,11/14/2025,15:05:41,E-wallet,5006.42,4.76%,5.8
1242-C,A,New York,Member,Female,Electronic Accessories,3933.42,10,1966.71,41300.91,08/12/2025,15:05:16,Cash,39334.2,4.76%,8.8
1243-B,A,New York,Member,Female,Health & Beauty,9984.59,6,2995.38,62902.92,07/11/2025,14:52:11,E-wallet,59907.54,4.76%,8.0
1244-A,A,New York,Normal,Male,Electronic Accessories,8446.63,1,422.33,8868.96,08/17/2025,18:14:44,E-wallet,8446.63,4.76%,8.0
1245-A,A,New York,Normal,Female,Electronic Accessories,1315.84,5,328.96,6908.16,04/29/2025,15:35:03,Credit Card,6579.2,4.76%,8.0
1246-A,B,Austin,Member,Female,Food & Beverages,3222.81,10,1611.4,33839.5,06/26/2025,15:22:38,E-wallet,32228.1,4.76%,10.0
1247-A,C,Chicago,Member,Male,Sports & Travel,2388.02,10,1194.01,25074.21,01/25/2025,14:55:04,Cash,23880.2,4.76%,9.8
1248-A,B,Austin,Normal,Male,Electronic Accessories,8669.89,1,433.49,9103.38,07/20/2025,19:00:44,Cash,8669.89,4.76%,7.5
1249-B,C,Chicago,Normal,Female,Electronic Accessories,1079.44,1,53.97,1133.41,03/19/2025,18:37:34,Credit Card,1079.44,4.76%,5.5
1250-A,A,New York,Member,Male,Health & Beauty,3171.29,3,475.69,9989.56,04/25/2025,16:00:18,Cash,9513.87,4.76%,4.2
1251-C,A,New York,Normal,Female,Health & Beauty,9856.63,2,985.66,20698.92,11/30/2025,18:45:22,E-wallet,19713.26,4.76%,4.6
1252-B,C,Chicago,Member,Female,Electronic Accessories,2116.99,1,105.85,2222.84,05/06/2025,15:15:32,Credit Card,2116.99,4.76%,4.3
1253-C,C,Chicago,Member,Female,Electronic Accessories,1556.14,9,700.26,14705.52,10/08/2025,9:57:09,Cash,14005.26,4.76%,8.1
1254-A,B,Austin,Normal,Male,Electronic Accessories,9265.27,5,2316.32,48642.67,04/27/2025,18:07:32,Credit Card,46326.35,4.76%,7.3
1255-A,B,Austin,Member,Male,Electronic Accessories,2913.16,8,1165.26,24470.54,09/13/2025,12:12:52,Cash,23305.28,4.76%,4.3
1256-B,B,Austin,Normal,Male,Sports & Travel,6647.13,4,1329.43,27917.95,09/20/2025,16:19:59,E-wallet,26588.52,4.76%,8.0
1257-A,B,Austin,Member,Male,Fashion Accessories,6830.97,5,1707.74,35862.59,06/06/2025,17:18:55,Credit Card,34154.85,4.76%,9.6
1258-C,A,New York,Member,Male,Home & Lifestyle,3440.39,1,172.02,3612.41,05/20/2025,12:54:27,Cash,3440.39,4.76%,8.2
1259-C,B,Austin,Normal,Male,Electronic Accessories,5495.23,3,824.28,17309.97,05/12/2025,12:35:26,Cash,16485.69,4.76%,4.4
1260-B,A,New York,Member,Male,Sports & Travel,8900.71,9,4005.32,84111.71,10/29/2025,17:59:26,Credit Card,80106.39,4.76%,7.0
1261-B,A,New York,Member,Female,Health & Beauty,3870.48,1,193.52,4064.0,07/02/2025,13:03:01,Credit Card,3870.48,4.76%,5.2
1262-B,A,New York,Member,Female,Health & Beauty,8838.52,9,3977.33,83524.01,11/23/2025,10:59:41,E-wallet,79546.68,4.76%,6.5
1263-B,B,Austin,Normal,Female,Fashion Accessories,3958.69,6,1187.61,24939.75,05/10/2025,11:23:17,E-wallet,23752.14,4.76%,9.2
1264-A,B,Austin,Member,Female,Home & Lifestyle,4551.06,4,910.21,19114.45,01/21/2025,20:26:46,Cash,18204.24,4.76%,5.0
1265-A,B,Austin,Normal,Female,Electronic Accessories,8246.56,5,2061.64,43294.44,10/12/2025,9:02:29,Credit Card,41232.8,4.76%,5.5
1266-C,A,New York,Member,Female,Electronic Accessories,3836.19,4,767.24,16112.0,11/30/2025,19:19:29,Cash,15344.76,4.76%,5.5
1267-A,A,New York,Normal,Female,Electronic Accessories,3970.43,10,1985.22,41689.52,09/22/2025,20:12:17,Credit Card,39704.3,4.76%,6.1
1268-C,A,New York,Normal,Male,Sports & Travel,3896.93,3,584.54,12275.33,11/29/2025,20:59:28,Credit Card,11690.79,4.76%,6.9
1269-A,A,New York,Normal,Female,Electronic Accessories,9123.67,7,3193.28,67058.97,10/05/2025,16:31:53,E-wallet,63865.69,4.76%,8.5
1270-C,C,Chicago,Member,Male,Fashion Accessories,3590.7,4,718.14,15080.94,08/19/2025,12:09:53,Credit Card,14362.8,4.76%,4.3
1271-C,C,Chicago,Normal,Female,Sports & Travel,5125.31,8,2050.12,43052.6,01/24/2025,14:09:53,Cash,41002.48,4.76%,6.4
1272-B,A,New York,Member,Male,Food & Beverages,2085.36,3,312.8,6568.88,02/07/2025,10:34:15,Credit Card,6256.08,4.76%,7.1
1273-B,C,Chicago,Member,Female,Home & Lifestyle,7424.57,3,1113.69,23387.4,06/03/2025,12:41:48,Cash,22273.71,4.76%,8.7
1274-C,C,Chicago,Normal,Female,Home & Lifestyle,7682.06,9,3456.93,72595.47,07/11/2025,19:37:10,Cash,69138.54,4.76%,6.1
1275-C,A,New York,Member,Female,Health & Beauty,5500.34,9,2475.15,51978.21,09/01/2025,12:24:36,Credit Card,49503.06,4.76%,4.0
1276-C,C,Chicago,Normal,Female,Sports & Travel,9278.72,4,1855.74,38970.62,07/30/2025,18:09:40,Credit Card,37114.88,4.76%,8.0
1277-C,C,Chicago,Member,Male,Fashion Accessories,9028.17,1,451.41,9479.58,02/07/2025,14:17:39,Cash,9028.17,4.76%,7.1
1278-A,A,New York,Member,Male,Fashion Accessories,6972.71,6,2091.81,43928.07,06/05/2025,18:46:32,Credit Card,41836.26,4.76%,5.1
1279-B,B,Austin,Member,Female,Electronic Accessories,2065.23,10,1032.62,21684.92,05/14/2025,19:02:43,E-wallet,20652.3,4.76%,7.1
1280-A,A,New York,Member,Male,Fashion Accessories,2541.59,8,1016.64,21349.36,07/14/2025,20:37:16,Credit Card,20332.72,4.76%,7.0
1281-C,B,Austin,Normal,Male,Health & Beauty,7451.71,5,1862.93,39121.48,03/23/2025,18:04:13,Credit Card,37258.55,4.76%,9.1
1282-A,A,New York,Normal,Male,Sports & Travel,4171.84,2,417.18,8760.86,10/27/2025,20:01:28,Credit Card,8343.68,4.76%,6.0
1283-C,A,New York,Member,Male,Home & Lifestyle,9404.14,4,1880.83,39497.39,04/02/2025,18:46:38,Credit Card,37616.56,4.76%,8.9
1284-B,C,Chicago,Normal,Female,Sports & Travel,4387.23,5,1096.81,23032.96,03/19/2025,12:35:24,Credit Card,21936.15,4.76%,4.7
1285-B,B,Austin,Normal,Female,Sports & Travel,8896.3,10,4448.15,93411.15,05/26/2025,14:23:50,Credit Card,88963.0,4.76%,9.1
1286-C,A,New York,Member,Male,Fashion Accessories,5686.65,4,1137.33,23883.93,08/24/2025,18:29:37,Cash,22746.6,4.76%,6.1
1287-C,B,Austin,Normal,Male,Sports & Travel,9596.18,10,4798.09,100759.89,03/14/2025,14:19:06,Cash,95961.8,4.76%,5.3
1288-B,A,New York,Normal,Female,Sports & Travel,9119.03,3,1367.85,28724.94,07/26/2025,9:13:19,E-wallet,27357.09,4.76%,4.8
1289-B,C,Chicago,Normal,Female,Home & Lifestyle,8540.5,2,854.05,17935.05,05/03/2025,15:29:53,E-wallet,17081.0,4.76%,9.2
1290-C,C,Chicago,Member,Male,Health & Beauty,4928.53,6,1478.56,31049.74,10/12/2025,20:46:09,Credit Card,29571.18,4.76%,9.0
1291-A,A,New York,Member,Male,Home & Lifestyle,6829.9,8,2731.96,57371.16,03/24/2025,17:08:53,Cash,54639.2,4.76%,5.5
1292-A,C,Chicago,Normal,Female,Home & Lifestyle,3166.1,4,633.22,13297.62,06/22/2025,11:57:28,Cash,12664.4,4.76%,8.1
1293-B,A,New York,Member,Female,Electronic Accessories,6458.81,3,968.82,20345.25,06/13/2025,19:50:17,Cash,19376.43,4.76%,6.1
1294-C,A,New York,Normal,Female,Electronic Accessories,8096.47,4,1619.29,34005.17,05/07/2025,16:01:39,Credit Card,32385.88,4.76%,4.5
1295-C,C,Chicago,Member,Male,Sports & Travel,8714.9,9,3921.71,82355.81,07/14/2025,10:45:24,Credit Card,78434.1,4.76%,7.6
1296-A,C,Chicago,Normal,Male,Fashion Accessories,2650.05,10,1325.02,27825.52,01/01/2025,10:20:21,Cash,26500.5,4.76%,5.8
1297-A,B,Austin,Member,Female,Home & Lifestyle,9974.94,5,2493.74,52368.44,05/10/2025,18:25:06,E-wallet,49874.7,4.76%,5.4
1298-B,B,Austin,Normal,Male,Home & Lifestyle,8427.15,7,2949.5,61939.55,11/17/2025,20:16:40,Credit Card,58990.05,4.76%,4.5
1299-A,B,Austin,Normal,Male,Fashion Accessories,6793.7,3,1019.06,21400.16,04/17/2025,17:03:39,Cash,20381.1,4.76%,9.8
1300-C,C,Chicago,Member,Male,Food & Beverages,5205.62,7,1821.97,38261.31,03/18/2025,17:23:45,E-wallet,36439.34,4.76%,5.7
1301-C,C,Chicago,Normal,Female,Health & Beauty,3687.44,7,1290.6,27102.68,03/26/2025,16:24:18,Cash,25812.08,4.76%,5.9
1302-C,A,New York,Member,Male,Sports & Travel,1378.39,2,137.84,2894.62,03/02/2025,20:25:22,E-wallet,2756.78,4.76%,8.8
1303-B,B,Austin,Member,Male,Food & Beverages,1962.28,2,196.23,4120.79,11/25/2025,10:18:28,E-wallet,3924.56,4.76%,8.1
1304-A,A,New York,Normal,Female,Food & Beverages,3749.95,8,1499.98,31499.58,01/14/2025,16:41:23,Cash,29999.6,4.76%,8.3
1305-A,B,Austin,Normal,Male,Electronic Accessories,3320.09,3,498.01,10458.28,02/12/2025,15:28:29,E-wallet,9960.27,4.76%,5.6
1306-C,C,Chicago,Normal,Male,Home & Lifestyle,1814.43,4,362.89,7620.61,08/01/2025,15:15:32,Credit Card,7257.72,4.76%,6.7
1307-C,A,New York,Member,Male,Home & Lifestyle,6741.95,2,674.2,14158.1,11/28/2025,15:38:25,Cash,13483.9,4.76%,8.1
1308-B,B,Austin,Normal,Male,Health & Beauty,6733.26,9,3029.97,63629.31,04/17/2025,18:36:50,E-wallet,60599.34,4.76%,9.3
1309-A,B,Austin,Normal,Male,Home & Lifestyle,7909.52,5,1977.38,41524.98,08/01/2025,14:30:29,E-wallet,39547.6,4.76%,7.8
1310-A,B,Austin,Member,Male,Food & Beverages,8009.63,5,2002.41,42050.56,10/25/2025,15:01:19,Credit Card,40048.15,4.76%,7.0
1311-C,B,Austin,Member,Male,Food & Beverages,8013.32,5,2003.33,42069.93,03/11/2025,16:42:22,Credit Card,40066.6,4.76%,7.4
1312-A,B,Austin,Normal,Female,Health & Beauty,1368.01,10,684.01,14364.11,03/17/2025,15:00:12,Credit Card,13680.1,4.76%,7.9
1313-C,A,New York,Member,Female,Health & Beauty,4800.41,8,1920.16,40323.44,07/14/2025,16:31:12,Cash,38403.28,4.76%,9.1
1314-C,A,New York,Member,Male,Health & Beauty,1429.5,4,285.9,6003.9,03/08/2025,17:16:04,E-wallet,5718.0,4.76%,6.5
1315-C,A,New York,Normal,Female,Health & Beauty,4035.13,3,605.27,12710.66,03/06/2025,16:51:58,E-wallet,12105.39,4.76%,8.2
1316-B,A,New York,Normal,Male,Health & Beauty,3442.98,9,1549.34,32536.16,11/09/2025,20:12:42,E-wallet,30986.82,4.76%,6.2
1317-C,A,New York,Member,Male,Food & Beverages,4402.78,6,1320.83,27737.51,05/20/2025,15:56:20,Credit Card,26416.68,4.76%,4.2
1318-C,A,New York,Normal,Female,Food & Beverages,2915.61,7,1020.46,21429.73,08/20/2025,13:51:02,Cash,20409.27,4.76%,4.2
1319-A,C,Chicago,Member,Female,Fashion Accessories,9271.59,2,927.16,19470.34,05/06/2025,16:59:03,E-wallet,18543.18,4.76%,8.9
1320-A,A,New York,Member,Male,Home & Lifestyle,4664.75,8,1865.9,39183.9,07/24/2025,14:28:37,Credit Card,37318.0,4.76%,6.9
1321-C,C,Chicago,Normal,Female,Electronic Accessories,4697.16,3,704.57,14796.05,04/14/2025,15:28:18,Cash,14091.48,4.76%,7.5
1322-C,B,Austin,Normal,Female,Electronic Accessories,6270.64,10,3135.32,65841.72,11/17/2025,18:45:48,Credit Card,62706.4,4.76%,5.4
1323-A,A,New York,Member,Male,Electronic Accessories,3352.21,6,1005.66,21118.92,04/03/2025,10:25:08,Cash,20113.26,4.76%,6.4
1324-A,A,New York,Member,Male,Fashion Accessories,3185.81,9,1433.61,30105.9,07/12/2025,17:27:08,E-wallet,28672.29,4.76%,8.9
1325-A,C,Chicago,Member,Male,Food & Beverages,9707.81,1,485.39,10193.2,08/05/2025,10:08:15,Cash,9707.81,4.76%,5.4
1326-A,A,New York,Member,Female,Sports & Travel,8417.62,8,3367.05,70708.01,10/03/2025,13:31:11,Cash,67340.96,4.76%,8.8
1327-A,B,Austin,Normal,Male,Sports & Travel,3615.4,3,542.31,11388.51,04/11/2025,16:18:03,E-wallet,10846.2,4.76%,7.9
1328-A,A,New York,Normal,Female,Health & Beauty,2603.69,1,130.18,2733.87,02/08/2025,9:51:52,Cash,2603.69,4.76%,4.1
1329-A,B,Austin,Normal,Female,Health & Beauty,4767.24,4,953.45,20022.41,04/25/2025,12:24:12,Cash,19068.96,4.76%,6.9
1330-B,A,New York,Member,Male,Sports & Travel,6748.99,9,3037.05,63777.96,08/05/2025,14:24:44,Cash,60740.91,4.76%,7.6
1331-C,A,New York,Normal,Female,Health & Beauty,5671.77,2,567.18,11910.72,03/24/2025,18:18:38,Credit Card,11343.54,4.76%,4.2
1332-B,A,New York,Normal,Female,Food & Beverages,2015.36,4,403.07,8464.51,11/28/2025,14:27:28,E-wallet,8061.44,4.76%,5.5
1333-A,C,Chicago,Normal,Female,Health & Beauty,1379.23,10,689.62,14481.92,10/13/2025,11:43:55,Cash,13792.3,4.76%,4.6
1334-C,A,New York,Member,Male,Fashion Accessories,8322.27,4,1664.45,34953.53,06/28/2025,10:56:47,Credit Card,33289.08,4.76%,5.9
1335-B,B,Austin,Member,Male,Food & Beverages,1896.25,10,948.12,19910.62,11/22/2025,13:09:08,Credit Card,18962.5,4.76%,10.0
1336-B,C,Chicago,Member,Female,Fashion Accessories,6393.41,2,639.34,13426.16,04/20/2025,11:18:36,Cash,12786.82,4.76%,7.1
1337-B,B,Austin,Member,Male,Fashion Accessories,3345.16,1,167.26,3512.42,07/04/2025,9:53:31,E-wallet,3345.16,4.76%,9.7
1338-A,A,New York,Member,Female,Electronic Accessories,7180.25,2,718.03,15078.53,05/19/2025,19:06:51,Credit Card,14360.5,4.76%,6.6
1339-C,C,Chicago,Member,Male,Sports & Travel,7044.7,9,3170.12,66572.42,03/12/2025,16:24:29,Credit Card,63402.3,4.76%,5.8
1340-B,A,New York,Member,Female,Sports & Travel,6388.34,2,638.83,13415.51,01/23/2025,19:06:11,Cash,12776.68,4.76%,4.9
1341-C,A,New York,Normal,Female,Home & Lifestyle,2873.34,9,1293.0,27153.06,03/15/2025,17:37:31,E-wallet,25860.06,4.76%,4.6
1342-A,C,Chicago,Member,Male,Health & Beauty,4420.23,7,1547.08,32488.69,10/22/2025,12:06:14,Credit Card,30941.61,4.76%,4.8
1343-B,B,Austin,Member,Male,Home & Lifestyle,1329.86,9,598.44,12567.18,09/26/2025,18:07:47,Cash,11968.74,4.76%,5.9
1344-C,A,New York,Member,Female,Fashion Accessories,4775.52,10,2387.76,50142.96,03/06/2025,12:01:18,Cash,47755.2,4.76%,6.8
1345-C,A,New York,Normal,Female,Health & Beauty,4342.72,9,1954.22,41038.7,07/05/2025,18:27:16,E-wallet,39084.48,4.76%,4.0
1346-B,A,New York,Member,Male,Home & Lifestyle,7735.81,1,386.79,8122.6,04/17/2025,13:36:10,E-wallet,7735.81,4.76%,4.2
1347-B,A,New York,Normal,Male,Sports & Travel,4762.95,10,2381.48,50010.98,06/15/2025,9:06:13,E-wallet,47629.5,4.76%,6.0
1348-B,C,Chicago,Normal,Female,Sports & Travel,8982.67,10,4491.34,94318.04,03/20/2025,10:15:39,Credit Card,89826.7,4.76%,7.7
1349-A,C,Chicago,Normal,Female,Home & Lifestyle,2306.28,2,230.63,4843.19,09/12/2025,11:07:01,E-wallet,4612.56,4.76%,8.5
1350-C,A,New York,Normal,Female,Fashion Accessories,5424.33,7,1898.52,39868.83,04/22/2025,18:35:21,E-wallet,37970.31,4.76%,9.9
1351-C,A,New York,Normal,Female,Health & Beauty,5631.4,9,2534.13,53216.73,08/06/2025,15:25:43,Credit Card,50682.6,4.76%,4.5
1352-C,B,Austin,Normal,Female,Food & Beverages,7140.9,7,2499.32,52485.62,03/20/2025,20:03:47,Credit Card,49986.3,4.76%,5.3
1353-A,A,New York,Normal,Male,Food & Beverages,2738.78,1,136.94,2875.72,01/26/2025,9:34:43,E-wallet,2738.78,4.76%,7.0
1354-B,A,New York,Member,Male,Electronic Accessories,4319.86,9,1943.94,40822.68,01/09/2025,19:05:35,Cash,38878.74,4.76%,6.9
1355-B,C,Chicago,Normal,Female,Fashion Accessories,7437.08,3,1115.56,23426.8,01/17/2025,13:20:28,Cash,22311.24,4.76%,9.1
1356-B,C,Chicago,Member,Male,Health & Beauty,4080.19,8,1632.08,34273.6,10/02/2025,10:19:58,Credit Card,32641.52,4.76%,5.6
1357-A,C,Chicago,Member,Female,Sports & Travel,4141.89,10,2070.95,43489.85,10/07/2025,10:42:27,Cash,41418.9,4.76%,6.6
1358-B,B,Austin,Member,Female,Food & Beverages,6153.72,9,2769.17,58152.65,10/17/2025,16:58:31,Credit Card,55383.48,4.76%,6.2
1359-B,A,New York,Normal,Male,Fashion Accessories,4238.25,10,2119.12,44501.62,03/08/2025,13:47:40,E-wallet,42382.5,4.76%,5.5
1360-A,B,Austin,Normal,Female,Fashion Accessories,6807.85,6,2042.36,42889.46,01/11/2025,15:03:34,E-wallet,40847.1,4.76%,9.1
1361-C,A,New York,Member,Female,Electronic Accessories,5996.19,3,899.43,18888.0,07/14/2025,14:25:21,Cash,17988.57,4.76%,7.4
1362-A,C,Chicago,Normal,Female,Sports & Travel,9235.96,1,461.8,9697.76,10/09/2025,19:28:50,E-wallet,9235.96,4.76%,4.6
1363-C,A,New York,Member,Female,Health & Beauty,8838.63,3,1325.79,27841.68,07/15/2025,12:50:57,Credit Card,26515.89,4.76%,8.7
1364-B,C,Chicago,Normal,Male,Health & Beauty,2758.66,3,413.8,8689.78,10/22/2025,17:12:57,Cash,8275.98,4.76%,4.0
1365-C,A,New York,Normal,Female,Food & Beverages,1260.96,10,630.48,13240.08,10/02/2025,11:48:09,E-wallet,12609.6,4.76%,4.3
1366-C,A,New York,Normal,Male,Health & Beauty,4138.94,4,827.79,17383.55,08/22/2025,18:06:24,E-wallet,16555.76,4.76%,5.1
1367-B,B,Austin,Member,Male,Electronic Accessories,3516.16,7,1230.66,25843.78,02/02/2025,12:34:01,Cash,24613.12,4.76%,6.4
1368-C,B,Austin,Normal,Male,Fashion Accessories,2115.18,4,423.04,8883.76,07/13/2025,17:01:42,E-wallet,8460.72,4.76%,8.1
1369-A,A,New York,Normal,Male,Food & Beverages,9373.46,2,937.35,19684.27,11/20/2025,16:22:29,Cash,18746.92,4.76%,8.7
